nFID, R100, R200, R300, R400, R500, R600, R700, R800, R900, R1000, R1100, R1200, R1300, R1400, R1500, R1600, R1700, R1800, R1900, R2000, R2100, R2200, R2300, R2400, R2500, R2600, R2700, R2800, R2900, R3000, R3100, R3200, R3300, R3400, R3500, R3600, R3700, R3800, R3900, R4000, R4100, R4200, R4300, R4400, R4500, R4600, R4700, R4800, R4900, R5000, R5100, R5200, R5300, R5400, R5500, R5600, R5700, R5800, R5900, R6000, R6100, R6200, R6300, R6400, R6500, R6600, R6700, R6800, R6900, R7000, R7100, R7200, R7300, R7400, R7500, R7600, R7700, R7800, R7900, R8000, R8100, R8200, R8300, R8400, R8500, R8600, R8700, R8800, R8900, R9000, R9100, R9200, R9300, R9400, R9500, R9600, R9700, R9800, R9900, R10000
2537,0.001011,0.005574,0.003453,0.010761,0.011559,0.014815,0.014869,0.015566,0.014996,0.015502,0.014039,0.0145,0.01627,0.018139,0.014788,0.020285,0.014329,0.014533,0.018887,0.017364,0.021316,0.016608,0.015782,0.017179,0.014516,0.014093,0.020703,0.019439,0.018934,0.013192,0.01407,0.014287,0.014844,0.017109,0.013868,0.014952,0.013696,0.014057,0.012948,0.014224,0.021497,0.012627,0.013873,0.017901,0.016573,0.013573,0.014047,0.017059,0.017079,0.020416,0.019217,0.015152,0.018114,0.013622,0.012604,0.00923,0.010211,0.010427,0.016775,0.011128,0.01595,0.016641,0.016297,0.021664,0.013188,0.0134,0.01838,0.007704,0.016853,0.009306,0.005146,0.003225,0.003494,0.003038,0.005144,0.004353,0.00691,0.011025,0.023754,0.008395,0.006682,0.001619,0.002564,0.000157,0.001012,0.000236,0.000084,0,0.000008,0.000781,0.000255,0.000113,0.000199,0,0,0,0,0,0,0
5195,0.000471,0.001001,0.001078,0.000768,0.001868,0.003196,0.003814,0.004726,0.003916,0.001825,0.004132,0.006891,0.008906,0.012425,0.013368,0.014631,0.011875,0.011294,0.008125,0.009124,0.011149,0.009127,0.019832,0.013096,0.012305,0.009373,0.01353,0.013542,0.011495,0.013348,0.012437,0.019363,0.018994,0.025305,0.020869,0.023812,0.018634,0.01963,0.022042,0.021099,0.032293,0.031339,0.027633,0.035586,0.035661,0.029309,0.028088,0.032934,0.03614,0.025005,0.026843,0.016834,0.022307,0.0204,0.018262,0.019226,0.017052,0.020001,0.018199,0.015506,0.014517,0.009489,0.00895,0.008924,0.009339,0.009497,0.007975,0.013335,0.009914,0.010447,0.006329,0.00631,0.008616,0.004562,0.00448,0.004538,0.005062,0.004447,0.0023,0.004702,0.002991,0.002106,0.002304,0.000501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2880,0.00171,0.003782,0.009461,0.013412,0.014844,0.017804,0.021269,0.021321,0.025585,0.022081,0.025978,0.028034,0.028823,0.028628,0.0244,0.021221,0.026841,0.017738,0.024349,0.021764,0.020204,0.016415,0.017266,0.018999,0.019148,0.018009,0.014549,0.017219,0.018463,0.01192,0.014416,0.019748,0.017859,0.016522,0.017531,0.013851,0.013928,0.01415,0.011145,0.021121,0.017079,0.014761,0.014018,0.017052,0.01168,0.008629,0.009281,0.010143,0.011041,0.014209,0.012157,0.014584,0.017581,0.016909,0.017303,0.010573,0.009587,0.021719,0.005916,0.007531,0.005167,0.002811,0.003057,0.002088,0.004152,0.004127,0.005321,0.007216,0.019493,0.005692,0.005769,0.001755,0.000192,0.001773,0.000494,0.000323,0.000185,0.00002,0,0,0.000361,0.000146,0.00014,0.000154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,0.002092,0.00389,0.006617,0.004217,0.00537,0.00727,0.007735,0.005923,0.006945,0.011423,0.013322,0.015087,0.015309,0.014184,0.016806,0.013771,0.015791,0.018631,0.012735,0.013002,0.015051,0.016567,0.015389,0.015467,0.009429,0.019188,0.017718,0.016696,0.015302,0.017749,0.015901,0.025254,0.012046,0.014872,0.014213,0.014833,0.014425,0.016723,0.015498,0.015961,0.013733,0.013975,0.014157,0.020201,0.019349,0.012252,0.011758,0.014052,0.016254,0.012943,0.015598,0.013784,0.022972,0.02261,0.01848,0.017997,0.020616,0.01592,0.015754,0.0111,0.012518,0.010188,0.016852,0.011416,0.015166,0.017797,0.018958,0.014289,0.018936,0.015493,0.021493,0.00957,0.017638,0.006591,0.009186,0.006667,0.005028,0.003021,0.003568,0.00452,0.006344,0.009021,0.01442,0.030283,0.006188,0.010239,0.001171,0.003249,0.000915,0.000339,0.000485,0.000248,0,0,0.000641,0.000954,0.000546,0.000756,0,0
3189,0.000135,0.000552,0.005108,0.008225,0.006789,0.012057,0.014449,0.011088,0.016438,0.0146,0.020683,0.018379,0.028845,0.034371,0.03633,0.027333,0.029271,0.033329,0.023978,0.029789,0.030752,0.03409,0.026179,0.024289,0.034706,0.037651,0.02936,0.026857,0.022712,0.020795,0.017778,0.017706,0.016541,0.019876,0.017212,0.016339,0.021675,0.018767,0.0171,0.013097,0.010793,0.012959,0.017533,0.014042,0.012943,0.019041,0.01284,0.008006,0.006075,0.006143,0.012554,0.0067,0.006487,0.004481,0.003542,0.003666,0.003459,0.00368,0.005636,0.004493,0.003252,0.004777,0.003741,0.00495,0.003703,0.002833,0.002704,0.001569,0.000732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3198,0.000215,0.000653,0.006718,0.006584,0.005933,0.012922,0.013002,0.012117,0.01496,0.016778,0.018763,0.01938,0.027137,0.036357,0.036929,0.028849,0.027626,0.029029,0.027455,0.029163,0.032318,0.033518,0.025113,0.023626,0.033593,0.039634,0.028298,0.02858,0.022669,0.020414,0.01776,0.017566,0.016579,0.01833,0.019155,0.01629,0.020742,0.018823,0.016656,0.013949,0.010873,0.013493,0.015378,0.0148,0.013416,0.019416,0.012277,0.00897,0.005728,0.007131,0.010185,0.008085,0.006719,0.005295,0.002707,0.004292,0.003395,0.003545,0.005833,0.0046,0.002105,0.004578,0.004933,0.004159,0.004448,0.002686,0.003098,0.001587,0.000981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8365,0.000832,0.00109,0.001271,0.001451,0.004979,0.006946,0.006218,0.006893,0.008421,0.008744,0.01089,0.007355,0.007223,0.006873,0.003839,0.014126,0.006067,0.008613,0.014805,0.016719,0.013825,0.013161,0.019583,0.01432,0.013816,0.019521,0.015246,0.01005,0.015429,0.016414,0.018246,0.023015,0.024735,0.029094,0.017115,0.023875,0.028059,0.030348,0.025602,0.0269,0.028101,0.031222,0.034842,0.028979,0.028669,0.02905,0.021061,0.017622,0.01526,0.016088,0.018711,0.017488,0.021438,0.016514,0.015533,0.019187,0.026605,0.018162,0.013485,0.011407,0.013738,0.009523,0.015449,0.007654,0.008444,0.007512,0.005271,0.003738,0.003576,0.003996,0.005393,0.005482,0.004832,0.008235,0.005911,0.005806,0.006553,0.004392,0.003128,0.00328,0.001494,0.001184,0.001203,0.000713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7669,0.000339,0.002119,0.003414,0.007006,0.006377,0.008288,0.015096,0.012944,0.014485,0.012228,0.017502,0.018765,0.026741,0.021777,0.027596,0.022482,0.030802,0.030105,0.025478,0.028665,0.028377,0.029505,0.027093,0.031262,0.030964,0.040368,0.029957,0.035384,0.029869,0.024432,0.02291,0.021009,0.020387,0.020406,0.018537,0.01581,0.014071,0.020555,0.018607,0.01626,0.014149,0.012998,0.013226,0.009429,0.011204,0.0117,0.010938,0.011699,0.009985,0.007175,0.005994,0.006149,0.007581,0.004834,0.011753,0.005709,0.007954,0.006674,0.004047,0.004963,0.004115,0.00226,0.004512,0.00493,0.004408,0.001933,0.004528,0.003823,0.004137,0.001758,0.001277,0.000139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4463,0.000904,0.002471,0.004359,0.007323,0.009386,0.013247,0.014638,0.018009,0.017869,0.021025,0.025525,0.023273,0.023569,0.017847,0.020312,0.026569,0.022303,0.019545,0.024417,0.029147,0.031187,0.023887,0.031636,0.028383,0.030068,0.034534,0.029724,0.02885,0.029654,0.035802,0.043419,0.036651,0.029793,0.028201,0.030789,0.023972,0.020239,0.023667,0.023763,0.016049,0.010926,0.0088,0.008186,0.009692,0.009067,0.007643,0.006243,0.006002,0.003861,0.004371,0.005981,0.004332,0.003774,0.002381,0.002745,0.003376,0.003295,0.002461,0.001143,0.001072,0.000133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,0.001794,0.004218,0.007941,0.012234,0.020844,0.018269,0.017864,0.022319,0.025583,0.024125,0.031413,0.034347,0.033422,0.033406,0.032448,0.030314,0.027638,0.030967,0.028617,0.038686,0.029343,0.033421,0.030476,0.024926,0.016482,0.017598,0.020138,0.02231,0.0277,0.018933,0.017082,0.011103,0.012154,0.01562,0.010588,0.012738,0.011119,0.020714,0.015821,0.018135,0.020378,0.02072,0.019535,0.013347,0.011219,0.013628,0.008435,0.005367,0.002029,0.001609,0.002517,0.003629,0.005153,0.006569,0.007413,0.011703,0.005391,0.00109,0.001132,0.001736,0.001286,0.000271,0.00038,0.000177,0.000015,0,0,0.000135,0.000219,0.000085,0.000082,0.000028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,0.001417,0.001946,0.003391,0.004809,0.007096,0.009799,0.009437,0.013274,0.00862,0.013059,0.010436,0.008961,0.008465,0.012671,0.013224,0.020418,0.016552,0.017552,0.01786,0.01258,0.015786,0.020197,0.038557,0.030032,0.026872,0.025778,0.026336,0.0326,0.037452,0.031585,0.035036,0.024677,0.033653,0.033293,0.033887,0.038774,0.035746,0.039148,0.042036,0.029473,0.027521,0.028282,0.015753,0.014758,0.011051,0.012296,0.008602,0.009143,0.011236,0.00891,0.00611,0.005644,0.008032,0.00568,0.003822,0.003768,0.002967,0.002918,0.002649,0.002788,0.002124,0.00146,0.001405,0.000746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1417,0.001444,0.004934,0.006373,0.010804,0.011651,0.010142,0.01832,0.015225,0.009251,0.010951,0.01465,0.011699,0.010226,0.011265,0.013481,0.017829,0.020694,0.022286,0.023734,0.023797,0.018162,0.022008,0.032034,0.022642,0.028551,0.027773,0.027343,0.035362,0.030448,0.030651,0.031275,0.047726,0.043292,0.034639,0.033106,0.03383,0.02628,0.02018,0.020091,0.019347,0.016543,0.016383,0.013962,0.011662,0.012264,0.010136,0.007962,0.00645,0.007413,0.006826,0.005642,0.011029,0.008604,0.007212,0.005707,0.002758,0.005307,0.003562,0.005461,0.003289,0.002226,0.003252,0.003294,0.003584,0.002786,0.001509,0.00135,0.000498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,0.001366,0.001361,0.001401,0.002622,0.002806,0.010084,0.007692,0.006492,0.011,0.010039,0.009396,0.010262,0.011965,0.009811,0.014812,0.013774,0.026207,0.023974,0.01692,0.032145,0.019098,0.021679,0.023212,0.023498,0.028821,0.025891,0.022652,0.030214,0.024179,0.01935,0.019989,0.020202,0.019707,0.021454,0.018182,0.024564,0.021134,0.016772,0.013545,0.016099,0.013508,0.013247,0.019857,0.013588,0.018407,0.01739,0.013074,0.012267,0.012928,0.020476,0.018966,0.017752,0.015032,0.015559,0.010942,0.011092,0.00957,0.01291,0.011805,0.01404,0.011968,0.009102,0.009952,0.006376,0.005819,0.007148,0.013587,0.007983,0.007534,0.006468,0.006797,0.005749,0.006361,0.004322,0.00335,0.005153,0.006554,0.005235,0.004054,0.006036,0.005645,0.006087,0.002007,0.000654,0.000105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,0.000323,0.000876,0.001506,0.003378,0.003343,0.002889,0.002481,0.005064,0.007018,0.006282,0.010387,0.014326,0.011597,0.007282,0.008979,0.009335,0.017421,0.021663,0.018324,0.019562,0.012723,0.012934,0.011596,0.011155,0.011374,0.012941,0.014409,0.018414,0.022777,0.019491,0.019334,0.016393,0.021209,0.020575,0.022869,0.03271,0.022431,0.023626,0.026316,0.027417,0.031037,0.030439,0.035414,0.026694,0.026456,0.022862,0.021162,0.02515,0.018563,0.018102,0.018593,0.016102,0.015046,0.016526,0.017209,0.017482,0.015929,0.015992,0.012755,0.011491,0.008467,0.009238,0.007263,0.006585,0.009604,0.008742,0.012742,0.011048,0.009359,0.005336,0.004448,0.007607,0.005411,0.004574,0.005064,0.003896,0.003747,0.004663,0.004655,0.002964,0.002179,0.002021,0.000574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7408,0.000529,0.001333,0.0011,0.005622,0.004426,0.007806,0.007255,0.008926,0.011045,0.01238,0.010761,0.018095,0.025384,0.022872,0.023431,0.020395,0.02942,0.022095,0.023718,0.029334,0.02552,0.028323,0.027466,0.02938,0.027794,0.02556,0.021005,0.023595,0.028732,0.016512,0.032619,0.017905,0.02873,0.015076,0.016574,0.013819,0.018557,0.016276,0.014049,0.0172,0.01594,0.009957,0.012876,0.01498,0.014857,0.020804,0.017928,0.015508,0.013275,0.011117,0.009814,0.01018,0.010668,0.012027,0.01339,0.009849,0.008808,0.009578,0.005806,0.005314,0.007059,0.011579,0.00809,0.007,0.005391,0.005799,0.004012,0.005971,0.004033,0.003685,0.003795,0.005938,0.003975,0.004382,0.004966,0.004293,0.005308,0.001654,0.000188,0.000022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8668,0.001563,0.004887,0.008873,0.009633,0.013614,0.015691,0.018362,0.028276,0.030576,0.025821,0.032317,0.028293,0.02352,0.02322,0.029497,0.025246,0.024321,0.028799,0.025042,0.020399,0.024892,0.01577,0.020633,0.017308,0.018294,0.017488,0.010486,0.016727,0.013515,0.02266,0.018188,0.024756,0.027341,0.017939,0.014349,0.010301,0.009614,0.016033,0.019672,0.009745,0.015573,0.011611,0.01169,0.00802,0.008525,0.009887,0.010802,0.01194,0.016234,0.015162,0.015302,0.018398,0.021177,0.010426,0.005971,0.024217,0.008234,0.006119,0.00247,0.001289,0.002949,0.003731,0.0047,0.004694,0.008795,0.014758,0.008126,0.002471,0.001321,0.002091,0.000378,0.00178,0.000602,0.000108,0,0,0.000227,0.000216,0.00012,0.00013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4834,0.00057,0.002097,0.003896,0.00453,0.006588,0.00446,0.004229,0.007793,0.013067,0.01717,0.01826,0.016086,0.014872,0.013122,0.014598,0.014956,0.011339,0.019067,0.012112,0.015286,0.018981,0.018319,0.029594,0.027737,0.028957,0.021654,0.022179,0.024522,0.020004,0.023601,0.029806,0.022795,0.033815,0.028205,0.035196,0.030259,0.030864,0.024112,0.023425,0.020211,0.029597,0.022526,0.017527,0.016929,0.014831,0.014347,0.013449,0.018018,0.01347,0.014715,0.013495,0.010923,0.011697,0.00987,0.007166,0.005713,0.007783,0.008308,0.005955,0.011409,0.009611,0.007756,0.006621,0.003164,0.005686,0.004277,0.005775,0.002355,0.004406,0.003414,0.003936,0.00398,0.003428,0.001983,0.001645,0.000866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7001,0.001943,0.003505,0.012647,0.010609,0.018385,0.020647,0.024006,0.024675,0.027553,0.024748,0.022879,0.026979,0.022906,0.036233,0.035204,0.034345,0.042358,0.041636,0.037106,0.02953,0.02756,0.025052,0.035379,0.022913,0.027657,0.02067,0.023227,0.019429,0.016084,0.014869,0.015207,0.015585,0.027256,0.019096,0.023576,0.021246,0.02004,0.018312,0.012773,0.015362,0.015922,0.00762,0.0064,0.007618,0.005712,0.006392,0.005887,0.006937,0.007085,0.006494,0.007191,0.009057,0.005537,0.002463,0.000522,0.001258,0.000368,0.000104,0.000029,0.000128,0.00021,0.000079,0,0,0,0.000337,0.00008,0.00004,0.000064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2753,0.001047,0.004839,0.009831,0.012674,0.013925,0.01908,0.017139,0.019419,0.023525,0.019459,0.023172,0.02245,0.02605,0.022585,0.022522,0.022133,0.016469,0.019526,0.018864,0.022127,0.019515,0.026858,0.018133,0.019504,0.016094,0.016951,0.019625,0.016109,0.013172,0.013924,0.015943,0.013125,0.010273,0.018297,0.014128,0.017509,0.016743,0.017347,0.013328,0.013472,0.015366,0.011908,0.020874,0.01762,0.017035,0.015359,0.015912,0.00987,0.010044,0.009354,0.010948,0.010626,0.01601,0.011806,0.014306,0.016069,0.020288,0.015542,0.011525,0.011085,0.021172,0.006062,0.007958,0.005095,0.002917,0.00317,0.002356,0.004433,0.004167,0.005265,0.009088,0.019316,0.006175,0.006873,0.001535,0.000189,0.001931,0.000571,0.000324,0.000227,0,0,0.000035,0.000507,0.00017,0.000072,0.000121,0,0,0,0,0,0,0,0,0,0,0,0,0
3468,0.00051,0.000956,0.002641,0.00423,0.005851,0.008569,0.007555,0.009426,0.01351,0.009835,0.01232,0.01614,0.015599,0.019976,0.023572,0.018946,0.016941,0.015358,0.012465,0.014415,0.015643,0.011754,0.01261,0.014253,0.012648,0.018745,0.015577,0.016148,0.013021,0.019013,0.020615,0.015035,0.018389,0.024957,0.01383,0.017124,0.018092,0.013071,0.014976,0.013601,0.015371,0.010117,0.011571,0.019397,0.021025,0.024335,0.026512,0.026378,0.023623,0.011591,0.011211,0.006499,0.007879,0.019245,0.012686,0.013465,0.012219,0.010126,0.009947,0.012822,0.007371,0.012333,0.014706,0.021057,0.021939,0.018713,0.023874,0.023016,0.021793,0.01806,0.00591,0.020215,0.005838,0.006234,0.002513,0.006854,0.013994,0.00624,0.014567,0.007626,0.00308,0.002304,0.001514,0.002419,0.002268,0.002328,0.002897,0.000803,0.000335,0.000023,0,0,0,0,0,0,0,0,0,0
5213,0.00041,0.001182,0.001933,0.001509,0.002386,0.004156,0.005372,0.004039,0.003858,0.003451,0.007522,0.004318,0.007556,0.007617,0.009038,0.008288,0.005595,0.008751,0.011291,0.008244,0.014506,0.00623,0.013424,0.012207,0.014657,0.01329,0.009212,0.014228,0.015465,0.013725,0.0097,0.012508,0.01674,0.015587,0.022277,0.016769,0.020733,0.016209,0.023349,0.028124,0.027267,0.025477,0.024007,0.022816,0.026938,0.029322,0.031995,0.032073,0.030414,0.026776,0.028472,0.02335,0.022928,0.023838,0.018195,0.018543,0.021769,0.017501,0.016862,0.018554,0.01863,0.020385,0.017816,0.015586,0.0133,0.012761,0.009704,0.008698,0.00866,0.011949,0.00805,0.009021,0.015928,0.011727,0.008255,0.006971,0.00795,0.006969,0.004841,0.004971,0.005984,0.00463,0.00578,0.004147,0.0048,0.002894,0.003017,0.001795,0,0,0,0,0,0,0,0,0,0,0,0
3108,0.000897,0.002829,0.005258,0.011392,0.010608,0.018015,0.018052,0.020021,0.020961,0.026408,0.018355,0.026395,0.041411,0.023508,0.022216,0.034074,0.039305,0.034317,0.036347,0.027102,0.02705,0.030582,0.03395,0.031749,0.033194,0.032108,0.034323,0.027805,0.025927,0.032075,0.021595,0.019894,0.022721,0.01629,0.012492,0.013196,0.013091,0.013265,0.00736,0.00825,0.010049,0.014323,0.010717,0.010154,0.009946,0.007544,0.005889,0.005441,0.008086,0.01301,0.006569,0.004035,0.005164,0.004208,0.005025,0.003525,0.002569,0.001859,0.001434,0.000481,0.000077,0.000215,0.000192,0,0,0,0.000094,0.000335,0,0.00008,0.000027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,0.001991,0.004217,0.007113,0.009116,0.010337,0.009208,0.008055,0.008502,0.007491,0.00878,0.010585,0.011821,0.014371,0.011005,0.011064,0.013761,0.01257,0.015051,0.014742,0.024219,0.023291,0.025272,0.020727,0.022483,0.021927,0.031859,0.029227,0.036889,0.023419,0.029189,0.029831,0.043005,0.033722,0.035899,0.032733,0.034514,0.032437,0.035954,0.03724,0.034908,0.026347,0.022004,0.020282,0.01926,0.011455,0.009104,0.008282,0.006553,0.009406,0.009068,0.011253,0.008974,0.008864,0.004738,0.0041,0.006279,0.004374,0.00316,0.004146,0.002702,0.002756,0.00339,0.002726,0.002319,0.001482,0.001359,0.000656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2117,0.00027,0.002384,0.00432,0.008412,0.011562,0.011469,0.011596,0.015271,0.014984,0.018299,0.021138,0.018436,0.023701,0.02128,0.026991,0.031557,0.024121,0.02788,0.027016,0.029476,0.018863,0.019337,0.022914,0.024725,0.01594,0.022086,0.017126,0.018625,0.020255,0.027356,0.016231,0.013457,0.017413,0.010945,0.011762,0.014147,0.008139,0.009371,0.018834,0.020257,0.021009,0.016341,0.020709,0.014704,0.015844,0.014944,0.014001,0.014636,0.01625,0.01018,0.014709,0.014056,0.014938,0.010503,0.013854,0.010877,0.018439,0.007457,0.008446,0.01237,0.005541,0.003884,0.004542,0.004233,0.005101,0.003882,0.003239,0.003377,0.006355,0.007095,0.006473,0.007396,0.007117,0.01496,0.006112,0.000679,0.000023,0.000211,0.00006,0.000083,0.000044,0.000328,0.000247,0,0,0.00004,0.000597,0.000202,0.000087,0.000149,0,0,0,0,0,0,0,0,0,0
1752,0.00129,0.005288,0.00733,0.010752,0.010121,0.013138,0.020583,0.020536,0.020953,0.0168,0.014121,0.016869,0.016733,0.01992,0.014592,0.013966,0.020026,0.019522,0.02269,0.019909,0.015975,0.018874,0.015147,0.016791,0.023057,0.019482,0.017167,0.015217,0.013407,0.013064,0.016477,0.015326,0.014359,0.01397,0.015431,0.013851,0.011734,0.011586,0.018289,0.018306,0.015004,0.017322,0.016347,0.013122,0.017581,0.013326,0.014547,0.021699,0.017992,0.014607,0.018322,0.01251,0.01135,0.008696,0.009169,0.011066,0.017241,0.012314,0.01494,0.01491,0.020059,0.01902,0.012936,0.012931,0.015546,0.015713,0.008201,0.008551,0.0033,0.003264,0.003156,0.004078,0.00391,0.004949,0.009618,0.012653,0.017564,0.007917,0.002912,0.001288,0.002121,0.000406,0.000669,0.000259,0,0,0.000082,0.000594,0.000217,0.000094,0.000163,0,0,0,0,0,0,0,0,0
7145,0.00045,0.000108,0.000028,0.00022,0.000865,0.000804,0.000909,0.001024,0.00172,0.001212,0.00265,0.000881,0.001972,0.003909,0.002398,0.003811,0.003701,0.005287,0.004703,0.00484,0.0062,0.009901,0.009918,0.009241,0.011481,0.012513,0.009829,0.012492,0.011089,0.0142,0.015635,0.016607,0.011614,0.013922,0.013974,0.012207,0.011388,0.010386,0.012222,0.011659,0.017499,0.01578,0.018094,0.01864,0.014827,0.022489,0.023089,0.014289,0.016761,0.023617,0.023263,0.018734,0.017671,0.019946,0.018447,0.015899,0.017045,0.023932,0.015454,0.018208,0.026223,0.033794,0.022215,0.034653,0.026706,0.018369,0.008859,0.007223,0.011294,0.007335,0.030099,0.015084,0.017217,0.010633,0.014404,0.016198,0.01664,0.019448,0.030081,0.024133,0.030418,0.029348,0.033985,0.033923,0.057046,0.037346,0.005347,0.011121,0.037415,0.026699,0.0096,0.014953,0.017915,0.028838,0.012367,0.01198,0.004843,0.009523,0.003385,0.022482
5298,0.000264,0.00028,0.000586,0.002813,0.008054,0.003686,0.001544,0.004445,0.004293,0.004209,0.004377,0.003491,0.002655,0.004026,0.010155,0.008167,0.004466,0.003505,0.001664,0.009848,0.003616,0.006326,0.005618,0.009033,0.009564,0.006821,0.009578,0.013441,0.015617,0.017903,0.01893,0.017712,0.01423,0.011923,0.008464,0.010959,0.013187,0.020132,0.016075,0.02638,0.021216,0.020232,0.021413,0.022856,0.027713,0.019383,0.03035,0.02185,0.020531,0.0255,0.024788,0.024783,0.030339,0.031979,0.029204,0.02392,0.015557,0.018837,0.020433,0.028088,0.02216,0.019726,0.019738,0.016264,0.018005,0.01963,0.022201,0.018604,0.019948,0.016366,0.015273,0.01433,0.010309,0.010845,0.00919,0.012003,0.011656,0.009011,0.018821,0.014039,0.012664,0.006907,0.00801,0.011852,0.006398,0.006701,0.007193,0.007759,0.007886,0.005757,0.008419,0.00582,0.004208,0.004592,0.000712,0,0,0,0,0
